PaymentMethodID,PaymentType,Provider
PAY_001659,debit card,PayPal
PAY_001660,credit card,PayPal
PAY_001661,debit card,PayPal
PAY_001662,Mobile Payment,MasterCard
PAY_001663,debit card,Visa
PAY_001664,debit card,Maestro
PAY_001665,credit card,Visa
PAY_001666,debit card,Amex
PAY_001667,debit card,Visa
PAY_001668,Mobile Payment,Amex
PAY_001669,Cash,MasterCard
PAY_001670,debit card,Amex
PAY_001671,credit card,Maestro
PAY_001672,debit card,PayPal
PAY_001673,credit card,MasterCard
PAY_001674,Cash,Amex
PAY_001675,Cash,Visa
PAY_001676,Cash,PayPal
PAY_001677,debit card,PayPal
PAY_001678,Cash,PayPal
PAY_001679,debit card,MasterCard
PAY_001680,debit card,PayPal
PAY_001681,debit card,Visa
PAY_001682,debit card,MasterCard
PAY_001683,credit card,Amex
PAY_001684,Cash,PayPal
PAY_001685,credit card,PayPal
PAY_001686,Mobile Payment,Visa
PAY_001687,debit card,Visa
PAY_001688,Cash,PayPal
PAY_001689,Cash,PayPal
PAY_001690,Mobile Payment,PayPal
PAY_001691,credit card,Maestro
PAY_001692,credit card,PayPal
PAY_001693,debit card,MasterCard
PAY_001694,Mobile Payment,MasterCard
PAY_001695,Cash,MasterCard
PAY_001696,credit card,MasterCard
PAY_001697,Cash,Amex
PAY_001698,Cash,Maestro
PAY_001699,debit card,Maestro
PAY_001700,Cash,PayPal
PAY_001701,Cash,Visa
PAY_001702,Mobile Payment,MasterCard
PAY_001703,credit card,Visa
PAY_001704,Cash,Maestro
PAY_001705,credit card,Amex
PAY_001706,Cash,Visa
PAY_001707,debit card,MasterCard
PAY_001708,debit card,Maestro
PAY_001709,credit card,PayPal
PAY_001710,Cash,Visa
PAY_001711,credit card,Maestro
PAY_001712,debit card,Amex
PAY_001713,Mobile Payment,MasterCard
PAY_001714,debit card,Maestro
PAY_001715,Mobile Payment,Maestro
PAY_001716,debit card,Maestro
PAY_001717,Cash,PayPal
PAY_001718,credit card,PayPal
PAY_001719,Mobile Payment,Maestro
PAY_001720,Mobile Payment,MasterCard
PAY_001721,debit card,MasterCard
PAY_001722,Mobile Payment,Amex
PAY_001723,Mobile Payment,Visa
PAY_001724,Cash,PayPal
PAY_001725,Mobile Payment,Amex
PAY_001726,credit card,MasterCard
PAY_001727,Mobile Payment,Visa
PAY_001728,Cash,PayPal
PAY_001729,credit card,Visa
PAY_001730,Cash,Maestro
PAY_001731,debit card,Maestro
PAY_001732,Mobile Payment,MasterCard
PAY_001733,Cash,PayPal
PAY_001734,Cash,Amex
PAY_001735,Mobile Payment,Maestro
PAY_001736,debit card,Maestro
PAY_001737,debit card,Maestro
PAY_001738,debit card,MasterCard
PAY_001739,credit card,Maestro
PAY_001740,Cash,Maestro
PAY_001741,debit card,Maestro
PAY_001742,debit card,Amex
PAY_001743,debit card,Amex
PAY_001744,Cash,Maestro
PAY_001745,Cash,Maestro
PAY_001746,Cash,MasterCard
PAY_001747,Cash,Maestro
PAY_001748,Mobile Payment,Maestro
PAY_001749,credit card,MasterCard
PAY_001750,credit card,Amex
PAY_001751,debit card,PayPal
PAY_001752,debit card,MasterCard
PAY_001753,Cash,Maestro
PAY_001754,credit card,PayPal
PAY_001755,Cash,MasterCard
PAY_001756,debit card,Visa
PAY_001757,credit card,MasterCard
PAY_001758,credit card,MasterCard
PAY_001759,debit card,Visa
PAY_001760,Mobile Payment,Visa
PAY_001761,debit card,Amex
PAY_001762,Mobile Payment,Visa
PAY_001763,debit card,Maestro
PAY_001764,debit card,Visa
PAY_001765,credit card,MasterCard
PAY_001766,debit card,Visa
PAY_001767,Cash,Maestro
PAY_001768,credit card,Amex
PAY_001769,debit card,Amex
PAY_001770,credit card,MasterCard
PAY_001771,debit card,Visa
PAY_001772,Mobile Payment,Maestro
PAY_001773,credit card,PayPal
PAY_001774,credit card,Maestro
PAY_001775,credit card,Amex
PAY_001776,debit card,Maestro
PAY_001777,debit card,Amex
PAY_001778,Cash,Maestro
PAY_001779,debit card,Maestro
PAY_001780,Mobile Payment,Maestro
PAY_001781,Cash,PayPal
PAY_001782,Mobile Payment,Maestro
PAY_001783,debit card,PayPal
PAY_001784,credit card,Visa
PAY_001785,debit card,PayPal
PAY_001786,debit card,Visa
PAY_001787,Mobile Payment,Amex
PAY_001788,debit card,Maestro
PAY_001789,credit card,Amex
PAY_001790,credit card,PayPal
PAY_001791,Cash,Amex
PAY_001792,Mobile Payment,Maestro
PAY_001793,Mobile Payment,PayPal
PAY_001794,credit card,PayPal
PAY_001795,Cash,PayPal
PAY_001796,credit card,Visa
PAY_001797,debit card,PayPal
PAY_001798,credit card,PayPal
PAY_001799,credit card,Maestro
PAY_001800,debit card,Visa
PAY_001801,Mobile Payment,PayPal
PAY_001802,Mobile Payment,PayPal
PAY_001803,Cash,Amex
PAY_001804,debit card,PayPal
PAY_001805,Mobile Payment,Maestro
PAY_001806,Mobile Payment,Visa
PAY_001807,Cash,MasterCard
PAY_001808,credit card,Maestro
PAY_001809,Mobile Payment,Visa
PAY_001810,Mobile Payment,PayPal
PAY_001811,debit card,PayPal
PAY_001812,Mobile Payment,Amex
PAY_001813,Cash,Maestro
PAY_001814,debit card,MasterCard
PAY_001815,debit card,Maestro
PAY_001816,Mobile Payment,Maestro
PAY_001817,Cash,Visa
PAY_001818,credit card,MasterCard
PAY_001819,debit card,Visa
PAY_001820,Cash,MasterCard
PAY_001821,Cash,Visa
PAY_001822,Mobile Payment,Maestro
PAY_001823,debit card,Maestro
PAY_001824,Mobile Payment,Maestro
PAY_001825,Mobile Payment,Visa
PAY_001826,Cash,PayPal
PAY_001827,credit card,Amex
PAY_001828,Mobile Payment,MasterCard
PAY_001829,credit card,Maestro
PAY_001830,Cash,Amex
PAY_001831,debit card,Amex
PAY_001832,Cash,Maestro
PAY_001833,Mobile Payment,PayPal
PAY_001834,debit card,Maestro
PAY_001835,Mobile Payment,Amex
PAY_001836,Mobile Payment,PayPal
PAY_001837,Mobile Payment,Amex
PAY_001838,credit card,Amex
PAY_001839,Mobile Payment,Maestro
PAY_001840,Mobile Payment,Amex
PAY_001841,credit card,Maestro
PAY_001842,credit card,MasterCard
PAY_001843,Mobile Payment,PayPal
PAY_001844,credit card,PayPal
PAY_001845,credit card,Maestro
PAY_001846,credit card,PayPal
PAY_001847,credit card,MasterCard
PAY_001848,Cash,PayPal
PAY_001849,Mobile Payment,PayPal
PAY_001850,credit card,MasterCard
PAY_001851,debit card,Maestro
PAY_001852,credit card,Visa
PAY_001853,debit card,Visa
PAY_001854,Cash,Visa
PAY_001855,debit card,PayPal
PAY_001856,credit card,Visa
PAY_001857,debit card,Amex
PAY_001858,Cash,PayPal
PAY_001859,debit card,Maestro
PAY_001860,Mobile Payment,MasterCard
PAY_001861,credit card,Visa
PAY_001862,Cash,PayPal
PAY_001863,debit card,PayPal
PAY_001864,debit card,Maestro
PAY_001865,Mobile Payment,MasterCard
PAY_001866,Cash,PayPal
PAY_001867,Cash,Visa
PAY_001868,debit card,Visa
PAY_001869,Cash,Amex
PAY_001870,Cash,Visa
PAY_001871,Mobile Payment,PayPal
PAY_001872,Cash,Maestro
PAY_001873,Cash,MasterCard
PAY_001874,Cash,PayPal
PAY_001875,debit card,PayPal
PAY_001876,Cash,PayPal
PAY_001877,Cash,Amex
PAY_001878,Mobile Payment,Amex
PAY_001879,Cash,PayPal
PAY_001880,debit card,MasterCard
PAY_001881,credit card,Visa
PAY_001882,Cash,Maestro
PAY_001883,debit card,MasterCard
PAY_001884,credit card,Amex
PAY_001885,Cash,PayPal
PAY_001886,Cash,MasterCard
PAY_001887,Cash,Maestro
PAY_001888,Mobile Payment,Maestro
PAY_001889,Mobile Payment,Amex
PAY_001890,debit card,Amex
PAY_001891,credit card,Visa
PAY_001892,Cash,MasterCard
PAY_001893,Mobile Payment,Amex
PAY_001894,debit card,Maestro
PAY_001895,debit card,Visa
PAY_001896,Mobile Payment,PayPal
PAY_001897,debit card,MasterCard
PAY_001898,credit card,Maestro
PAY_001899,Mobile Payment,MasterCard
PAY_001900,credit card,Maestro
PAY_001901,Mobile Payment,MasterCard
PAY_001902,debit card,Maestro
PAY_001903,Mobile Payment,MasterCard
PAY_001904,Mobile Payment,Visa
PAY_001905,credit card,Maestro
PAY_001906,credit card,PayPal
PAY_001907,Cash,Visa
PAY_001908,debit card,Visa
PAY_001909,Mobile Payment,Maestro
PAY_001910,debit card,Visa
PAY_001911,Mobile Payment,Maestro
PAY_001912,credit card,Amex
PAY_001913,credit card,Maestro
PAY_001914,Mobile Payment,Maestro
PAY_001915,debit card,Maestro
PAY_001916,Mobile Payment,MasterCard
PAY_001917,Cash,Visa
PAY_001918,Cash,Maestro
PAY_001919,Cash,Amex
PAY_001920,Cash,PayPal
PAY_001921,Mobile Payment,MasterCard
PAY_001922,debit card,MasterCard
PAY_001923,credit card,MasterCard
PAY_001924,Cash,MasterCard
PAY_001925,Mobile Payment,Visa
PAY_001926,Mobile Payment,Maestro
PAY_001927,Mobile Payment,PayPal
PAY_001928,credit card,Visa
PAY_001929,credit card,Maestro
PAY_001930,Cash,Amex
PAY_001931,credit card,Amex
PAY_001932,credit card,PayPal
PAY_001933,Mobile Payment,Visa
PAY_001934,Cash,Visa
PAY_001935,debit card,Maestro
PAY_001936,debit card,PayPal
PAY_001937,Mobile Payment,Maestro
PAY_001938,Cash,Visa
PAY_001939,Mobile Payment,Maestro
PAY_001940,credit card,MasterCard
PAY_001941,Cash,Visa
PAY_001942,Mobile Payment,Visa
PAY_001943,credit card,MasterCard
PAY_001944,debit card,Visa
PAY_001945,Mobile Payment,PayPal
PAY_001946,debit card,Maestro
PAY_001947,Cash,Amex
PAY_001948,debit card,Maestro
PAY_001949,Mobile Payment,PayPal
PAY_001950,Cash,Amex
PAY_001951,debit card,PayPal
PAY_001952,credit card,PayPal
PAY_001953,debit card,Visa
PAY_001954,Mobile Payment,MasterCard
PAY_001955,Mobile Payment,Amex
PAY_001956,debit card,Maestro
PAY_001957,debit card,PayPal
PAY_001958,credit card,Maestro
PAY_001959,Mobile Payment,Maestro
PAY_001960,debit card,Visa
PAY_001961,Mobile Payment,PayPal
PAY_001962,Cash,Maestro
PAY_001963,debit card,Amex
PAY_001964,Mobile Payment,MasterCard
PAY_001965,debit card,Visa
PAY_001966,Cash,Amex
PAY_001967,Mobile Payment,Amex
PAY_001968,credit card,MasterCard
PAY_001969,Cash,Visa
PAY_001970,debit card,Visa
PAY_001971,debit card,MasterCard
PAY_001972,Mobile Payment,PayPal
PAY_001973,Mobile Payment,Maestro
PAY_001974,Cash,PayPal
PAY_001975,credit card,MasterCard
PAY_001976,debit card,Visa
PAY_001977,debit card,MasterCard
PAY_001978,credit card,PayPal
PAY_001979,credit card,Visa
PAY_001980,credit card,PayPal
PAY_001981,debit card,MasterCard
PAY_001982,Mobile Payment,PayPal
PAY_001983,credit card,MasterCard
PAY_001984,Mobile Payment,Visa
PAY_001985,debit card,PayPal
PAY_001986,Cash,Visa
PAY_001987,Mobile Payment,Amex
PAY_001988,Mobile Payment,MasterCard
PAY_001989,debit card,PayPal
PAY_001990,debit card,Maestro
PAY_001991,Mobile Payment,Visa
PAY_001992,Cash,PayPal
PAY_001993,debit card,MasterCard
PAY_001994,Mobile Payment,Maestro
PAY_001995,credit card,Amex
PAY_001996,Mobile Payment,MasterCard
PAY_001997,Mobile Payment,Maestro
PAY_001998,credit card,Maestro
PAY_001999,Mobile Payment,MasterCard
PAY_002000,credit card,Amex
PAY_002001,Mobile Payment,PayPal
PAY_002002,credit card,Amex
PAY_002003,Cash,Maestro
PAY_002004,credit card,Amex
PAY_002005,Cash,PayPal
PAY_002006,credit card,Visa
PAY_002007,Mobile Payment,Maestro
PAY_002008,debit card,Amex
PAY_002009,debit card,Visa
PAY_002010,debit card,Visa
PAY_002011,debit card,Amex
PAY_002012,debit card,MasterCard
PAY_002013,credit card,Maestro
PAY_002014,Mobile Payment,Amex
PAY_002015,credit card,Maestro
PAY_002016,debit card,MasterCard
PAY_002017,debit card,MasterCard
PAY_002018,Cash,Amex
PAY_002019,Cash,Maestro
PAY_002020,Cash,MasterCard
PAY_002021,Mobile Payment,MasterCard
PAY_002022,Mobile Payment,PayPal
PAY_002023,Cash,Visa
PAY_002024,debit card,Amex
PAY_002025,Cash,Maestro
PAY_002026,Mobile Payment,Visa
PAY_002027,credit card,Amex
PAY_002028,Cash,PayPal
PAY_002029,Cash,Maestro
PAY_002030,Cash,Amex
PAY_002031,Mobile Payment,PayPal
PAY_002032,Mobile Payment,Maestro
PAY_002033,credit card,Maestro
PAY_002034,Cash,PayPal
PAY_002035,Cash,MasterCard
PAY_002036,Cash,Amex
PAY_002037,debit card,Visa
PAY_002038,Cash,MasterCard
PAY_002039,Mobile Payment,Amex
PAY_002040,Cash,Maestro
PAY_002041,Cash,Visa
PAY_002042,Mobile Payment,Maestro
PAY_002043,Mobile Payment,Maestro
PAY_002044,credit card,Maestro
PAY_002045,credit card,PayPal
PAY_002046,debit card,Maestro
PAY_002047,credit card,Maestro
PAY_002048,credit card,PayPal
PAY_002049,debit card,Visa
PAY_002050,Mobile Payment,MasterCard
PAY_002051,Cash,Amex
PAY_002052,Mobile Payment,Maestro
PAY_002053,Mobile Payment,PayPal
PAY_002054,Mobile Payment,MasterCard
PAY_002055,credit card,PayPal
PAY_002056,credit card,Amex
PAY_002057,credit card,PayPal
PAY_002058,credit card,Amex
PAY_002059,Mobile Payment,Visa
PAY_002060,Cash,Visa
PAY_002061,debit card,Maestro
PAY_002062,Cash,Maestro
PAY_002063,credit card,MasterCard
PAY_002064,debit card,Maestro
PAY_002065,credit card,PayPal
PAY_002066,Cash,Visa
PAY_002067,Mobile Payment,Amex
PAY_002068,Mobile Payment,Maestro
PAY_002069,credit card,MasterCard
PAY_002070,Mobile Payment,PayPal
PAY_002071,debit card,Amex
PAY_002072,Mobile Payment,PayPal
PAY_002073,Cash,Amex
PAY_002074,Cash,Visa
PAY_002075,Cash,Amex
PAY_002076,debit card,MasterCard
PAY_002077,debit card,Amex
PAY_002078,Mobile Payment,Amex
PAY_002079,credit card,Visa
PAY_002080,credit card,Amex
PAY_002081,Cash,PayPal
PAY_002082,Mobile Payment,Visa
PAY_002083,credit card,PayPal
PAY_002084,Cash,PayPal
PAY_002085,debit card,Visa
PAY_002086,Cash,MasterCard
PAY_002087,debit card,MasterCard
PAY_002088,credit card,Visa
PAY_002089,credit card,Visa
PAY_002090,Cash,PayPal
PAY_002091,credit card,PayPal
PAY_002092,Mobile Payment,Visa
PAY_002093,credit card,Amex
PAY_002094,Mobile Payment,Amex
PAY_002095,Mobile Payment,Visa
PAY_002096,Cash,PayPal
PAY_002097,debit card,PayPal
PAY_002098,credit card,Visa
PAY_002099,debit card,MasterCard
PAY_002100,credit card,Maestro
PAY_002101,Mobile Payment,Visa
PAY_002102,credit card,MasterCard
PAY_002103,credit card,MasterCard
PAY_002104,Mobile Payment,Visa
PAY_002105,Cash,MasterCard
PAY_002106,Mobile Payment,Maestro
PAY_002107,Mobile Payment,Maestro
PAY_002108,Cash,Visa
PAY_002109,debit card,Maestro
PAY_002110,debit card,MasterCard
PAY_002111,Cash,PayPal
PAY_002112,Cash,Maestro
PAY_002113,Mobile Payment,Maestro
PAY_002114,Cash,MasterCard
PAY_002115,Cash,Visa
PAY_002116,debit card,Amex
PAY_002117,debit card,MasterCard
PAY_002118,Mobile Payment,PayPal
PAY_002119,debit card,Amex
PAY_002120,debit card,Maestro
PAY_002121,Cash,PayPal
PAY_002122,debit card,PayPal
PAY_002123,Mobile Payment,Visa
PAY_002124,Cash,Maestro
PAY_002125,Cash,MasterCard
PAY_002126,Cash,Visa
PAY_002127,credit card,Visa
PAY_002128,debit card,Maestro
PAY_002129,Mobile Payment,MasterCard
PAY_002130,credit card,Visa
PAY_002131,debit card,MasterCard
PAY_002132,credit card,Amex
PAY_002133,credit card,Visa
PAY_002134,Cash,Amex
PAY_002135,Mobile Payment,Visa
PAY_002136,Mobile Payment,Maestro
PAY_002137,Mobile Payment,PayPal
PAY_002138,debit card,MasterCard
PAY_002139,Mobile Payment,Amex
PAY_002140,debit card,PayPal
PAY_002141,debit card,Amex
PAY_002142,Mobile Payment,Visa
PAY_002143,credit card,Maestro
PAY_002144,debit card,Visa
PAY_002145,debit card,Amex
PAY_002146,Cash,MasterCard
PAY_002147,credit card,Maestro
PAY_002148,credit card,Visa
PAY_002149,Mobile Payment,Visa
PAY_002150,debit card,Visa
PAY_002151,Mobile Payment,Maestro
PAY_002152,credit card,Visa
PAY_002153,Cash,Amex
PAY_002154,debit card,Visa
PAY_002155,debit card,Maestro
PAY_002156,debit card,Amex
PAY_002157,credit card,Amex
PAY_002158,debit card,PayPal
PAY_002159,Mobile Payment,Amex
PAY_002160,Cash,Visa
PAY_002161,Cash,Amex
PAY_002162,debit card,Visa
PAY_002163,credit card,Amex
PAY_002164,Cash,Maestro
PAY_002165,Mobile Payment,MasterCard
PAY_002166,debit card,Visa
PAY_002167,Mobile Payment,Amex
PAY_002168,Cash,Amex
PAY_002169,credit card,PayPal
PAY_002170,Cash,Maestro
PAY_002171,credit card,Visa
PAY_002172,debit card,PayPal
PAY_002173,credit card,MasterCard
PAY_002174,credit card,PayPal
PAY_002175,Cash,Amex
PAY_002176,Cash,PayPal
PAY_002177,debit card,PayPal
PAY_002178,credit card,Visa
PAY_002179,credit card,PayPal
PAY_002180,credit card,PayPal
PAY_002181,Mobile Payment,MasterCard
PAY_002182,debit card,Maestro
PAY_002183,Cash,Visa
PAY_002184,credit card,Maestro
PAY_002185,Cash,Visa
PAY_002186,credit card,Maestro
PAY_002187,Cash,MasterCard
PAY_002188,credit card,MasterCard
PAY_002189,credit card,Maestro
PAY_002190,credit card,PayPal
PAY_002191,Cash,MasterCard
PAY_002192,credit card,Maestro
PAY_002193,Mobile Payment,Visa
PAY_002194,credit card,MasterCard
PAY_002195,Mobile Payment,Maestro
PAY_002196,Mobile Payment,MasterCard
PAY_002197,credit card,Amex
PAY_002198,Cash,MasterCard
PAY_002199,credit card,Amex
PAY_002200,credit card,Visa
PAY_002201,debit card,MasterCard
PAY_002202,Cash,PayPal
PAY_002203,credit card,Maestro
PAY_002204,Mobile Payment,PayPal
PAY_002205,Mobile Payment,Amex
PAY_002206,credit card,MasterCard
PAY_002207,credit card,PayPal
PAY_002208,Mobile Payment,PayPal
PAY_002209,Cash,Maestro
PAY_002210,credit card,Visa
PAY_002211,Cash,MasterCard
PAY_002212,Mobile Payment,Amex
PAY_002213,Mobile Payment,PayPal
PAY_002214,Mobile Payment,Maestro
PAY_002215,Cash,PayPal
PAY_002216,Mobile Payment,MasterCard
PAY_002217,Cash,Visa
PAY_002218,debit card,Maestro
PAY_002219,debit card,Visa
PAY_002220,credit card,Maestro
PAY_002221,Cash,Maestro
PAY_002222,credit card,Amex
PAY_002223,Cash,Visa
PAY_002224,Cash,Maestro
PAY_002225,debit card,PayPal
PAY_002226,credit card,PayPal
PAY_002227,credit card,PayPal
PAY_002228,Mobile Payment,PayPal
PAY_002229,Cash,MasterCard
PAY_002230,credit card,PayPal
PAY_002231,debit card,Maestro
PAY_002232,credit card,Maestro
PAY_002233,Mobile Payment,Maestro
PAY_002234,Mobile Payment,PayPal
PAY_002235,Cash,Maestro
PAY_002236,debit card,MasterCard
PAY_002237,Mobile Payment,PayPal
PAY_002238,debit card,Amex
PAY_002239,Mobile Payment,Visa
PAY_002240,Mobile Payment,Maestro
PAY_002241,debit card,Amex
PAY_002242,Mobile Payment,Visa
PAY_002243,debit card,PayPal
PAY_002244,credit card,Maestro
PAY_002245,debit card,PayPal
PAY_002246,debit card,MasterCard
PAY_002247,Mobile Payment,MasterCard
PAY_002248,Mobile Payment,PayPal
PAY_002249,Mobile Payment,MasterCard
PAY_002250,Cash,PayPal
PAY_002251,credit card,Amex
PAY_002252,credit card,Amex
PAY_002253,Cash,MasterCard
PAY_002254,Mobile Payment,Visa
PAY_002255,credit card,Amex
PAY_002256,Mobile Payment,PayPal
PAY_002257,debit card,Visa
PAY_002258,Cash,Maestro
PAY_002259,credit card,PayPal
PAY_002260,Mobile Payment,PayPal
PAY_002261,debit card,PayPal
PAY_002262,credit card,MasterCard
PAY_002263,Cash,Visa
PAY_002264,Mobile Payment,PayPal
PAY_002265,debit card,Maestro
PAY_002266,Cash,PayPal
PAY_002267,Cash,MasterCard
PAY_002268,Mobile Payment,Visa
PAY_002269,Mobile Payment,Maestro
PAY_002270,credit card,PayPal
PAY_002271,Cash,Visa
PAY_002272,Cash,PayPal
PAY_002273,debit card,Visa
PAY_002274,Mobile Payment,MasterCard
PAY_002275,credit card,MasterCard
PAY_002276,debit card,MasterCard
PAY_002277,Mobile Payment,MasterCard
PAY_002278,Cash,MasterCard
PAY_002279,credit card,MasterCard
PAY_002280,credit card,PayPal
PAY_002281,debit card,PayPal
PAY_002282,Mobile Payment,Visa
PAY_002283,debit card,PayPal
PAY_002284,credit card,Maestro
PAY_002285,debit card,Visa
PAY_002286,debit card,Maestro
PAY_002287,credit card,Visa
PAY_002288,credit card,Visa
PAY_002289,debit card,Maestro
PAY_002290,credit card,Amex
PAY_002291,Mobile Payment,PayPal
PAY_002292,credit card,Visa
PAY_002293,credit card,Visa
PAY_002294,debit card,PayPal
PAY_002295,credit card,Visa
PAY_002296,Cash,Visa
PAY_002297,Mobile Payment,Maestro
PAY_002298,Mobile Payment,Visa
PAY_002299,credit card,Maestro
PAY_002300,Cash,PayPal
PAY_002301,Cash,MasterCard
PAY_002302,Mobile Payment,Visa
PAY_002303,Mobile Payment,PayPal
PAY_002304,debit card,MasterCard
PAY_002305,debit card,Maestro
PAY_002306,credit card,Amex
PAY_002307,credit card,Maestro
PAY_002308,credit card,MasterCard
PAY_002309,debit card,MasterCard
PAY_002310,Mobile Payment,Maestro
PAY_002311,Cash,Visa
PAY_002312,Cash,Visa
PAY_002313,Cash,MasterCard
PAY_002314,debit card,MasterCard
PAY_002315,Mobile Payment,Amex
PAY_002316,Mobile Payment,Visa
PAY_002317,debit card,MasterCard
PAY_002318,credit card,MasterCard
PAY_002319,credit card,MasterCard
PAY_002320,Mobile Payment,PayPal
PAY_002321,credit card,MasterCard
PAY_002322,credit card,Maestro
PAY_002323,Mobile Payment,MasterCard
PAY_002324,debit card,Maestro
PAY_002325,credit card,PayPal
PAY_002326,Mobile Payment,MasterCard
PAY_002327,Mobile Payment,PayPal
PAY_002328,credit card,Amex
PAY_002329,Cash,PayPal
PAY_002330,Mobile Payment,Maestro
PAY_002331,Mobile Payment,Visa
PAY_002332,Mobile Payment,MasterCard
PAY_002333,debit card,Visa
PAY_002334,Mobile Payment,PayPal
PAY_002335,Cash,PayPal
PAY_002336,debit card,PayPal
PAY_002337,Mobile Payment,Amex
PAY_002338,Mobile Payment,Maestro
PAY_002339,Mobile Payment,Maestro
PAY_002340,Mobile Payment,PayPal
PAY_002341,credit card,PayPal
PAY_002342,debit card,MasterCard
PAY_002343,Mobile Payment,MasterCard
PAY_002344,credit card,Visa
PAY_002345,Mobile Payment,PayPal
PAY_002346,debit card,Amex
PAY_002347,credit card,PayPal
PAY_002348,Mobile Payment,Amex
PAY_002349,debit card,Visa
PAY_002350,Cash,MasterCard
PAY_002351,Mobile Payment,Maestro
PAY_002352,Mobile Payment,Visa
PAY_002353,Mobile Payment,Amex
PAY_002354,Mobile Payment,MasterCard
PAY_002355,credit card,MasterCard
PAY_002356,credit card,Amex
PAY_002357,credit card,MasterCard
PAY_002358,credit card,MasterCard
PAY_002359,Mobile Payment,Amex
PAY_002360,debit card,Maestro
PAY_002361,debit card,Maestro
PAY_002362,debit card,Amex
PAY_002363,Mobile Payment,Visa
PAY_002364,Cash,Visa
PAY_002365,debit card,Visa
PAY_002366,debit card,PayPal
PAY_002367,Cash,PayPal
PAY_002368,Mobile Payment,Maestro
PAY_002369,Cash,MasterCard
PAY_002370,Mobile Payment,Amex
PAY_002371,Cash,Visa
PAY_002372,Mobile Payment,MasterCard
PAY_002373,debit card,Amex
PAY_002374,Cash,PayPal
PAY_002375,Mobile Payment,MasterCard
PAY_002376,debit card,Maestro
PAY_002377,Mobile Payment,MasterCard
PAY_002378,Mobile Payment,Amex
PAY_002379,Mobile Payment,PayPal
PAY_002380,Mobile Payment,Maestro
PAY_002381,credit card,Amex
PAY_002382,debit card,MasterCard
PAY_002383,Cash,Amex
PAY_002384,Mobile Payment,Visa
PAY_002385,credit card,MasterCard
PAY_002386,debit card,Visa
PAY_002387,credit card,Maestro
PAY_002388,credit card,Maestro
PAY_002389,debit card,MasterCard
PAY_002390,debit card,Maestro
PAY_002391,debit card,Maestro
PAY_002392,Mobile Payment,MasterCard
PAY_002393,debit card,Maestro
PAY_002394,debit card,Maestro
PAY_002395,credit card,Visa
PAY_002396,credit card,Maestro
PAY_002397,debit card,Maestro
PAY_002398,credit card,PayPal
PAY_002399,Cash,MasterCard
PAY_002400,credit card,Visa
PAY_002401,Mobile Payment,Maestro
PAY_002402,credit card,PayPal
PAY_002403,credit card,Amex
PAY_002404,debit card,Amex
PAY_002405,debit card,Maestro
PAY_002406,Mobile Payment,MasterCard
PAY_002407,Mobile Payment,Visa
PAY_002408,credit card,MasterCard
PAY_002409,credit card,PayPal
PAY_002410,Cash,MasterCard
PAY_002411,Mobile Payment,Maestro
PAY_002412,Cash,PayPal
PAY_002413,Cash,Maestro
PAY_002414,Mobile Payment,Visa
PAY_002415,debit card,Maestro
PAY_002416,credit card,PayPal
PAY_002417,Cash,MasterCard
PAY_002418,credit card,Visa
PAY_002419,debit card,MasterCard
PAY_002420,credit card,Visa
PAY_002421,Mobile Payment,MasterCard
PAY_002422,Cash,Amex
PAY_002423,Mobile Payment,MasterCard
PAY_002424,credit card,PayPal
PAY_002425,credit card,PayPal
PAY_002426,Mobile Payment,PayPal
PAY_002427,Cash,Visa
PAY_002428,debit card,Visa
PAY_002429,credit card,Visa
PAY_002430,Mobile Payment,Maestro
PAY_002431,credit card,PayPal
PAY_002432,Cash,Amex
PAY_002433,Cash,Visa
PAY_002434,credit card,PayPal
PAY_002435,Mobile Payment,Amex
PAY_002436,Mobile Payment,Visa
PAY_002437,debit card,MasterCard
PAY_002438,credit card,Amex
PAY_002439,debit card,Amex
PAY_002440,debit card,Visa
PAY_002441,credit card,MasterCard
PAY_002442,Cash,Visa
PAY_002443,Cash,Maestro
PAY_002444,Mobile Payment,Visa
PAY_002445,debit card,Amex
PAY_002446,Mobile Payment,MasterCard
PAY_002447,Cash,Amex
PAY_002448,credit card,Visa
PAY_002449,credit card,Visa
PAY_002450,Cash,MasterCard
PAY_002451,credit card,Amex
PAY_002452,credit card,Amex
PAY_002453,Cash,Maestro
PAY_002454,Mobile Payment,PayPal
PAY_002455,Mobile Payment,MasterCard
PAY_002456,debit card,Maestro
PAY_002457,Cash,Amex
PAY_002458,credit card,PayPal
PAY_002459,Mobile Payment,PayPal
PAY_002460,credit card,Visa
PAY_002461,debit card,Amex
PAY_002462,Cash,Visa
PAY_002463,Cash,MasterCard
PAY_002464,debit card,Visa
PAY_002465,Mobile Payment,Visa
PAY_002466,Cash,Amex
PAY_002467,Cash,Amex
PAY_002468,Cash,Amex
PAY_002469,credit card,Maestro
PAY_002470,credit card,Maestro
PAY_002471,Mobile Payment,PayPal
PAY_002472,Cash,Visa
PAY_002473,credit card,MasterCard
PAY_002474,Cash,Visa
PAY_002475,credit card,Amex
PAY_002476,credit card,PayPal
PAY_002477,Cash,Maestro
PAY_002478,credit card,Maestro
PAY_002479,Cash,PayPal
PAY_002480,debit card,Visa
PAY_002481,debit card,MasterCard
PAY_002482,debit card,Maestro
PAY_002483,debit card,PayPal
PAY_002484,credit card,PayPal
PAY_002485,debit card,PayPal
PAY_002486,credit card,Visa
